HAPPY-spotify:playlist:37i9dQZF1DWSf2RDTDayIx
SAD-spotify:playlist:54ozEbxQMa0OeozoSoRvcL
RELAX-spotify:playlist:0RD0iLzkUjrjFKNUHu2cle
ANGRY-spotify:playlist:6ft4ijUITtTeVC0dUCDdvH
SLEEP-spotify:playlist:37i9dQZF1DWStLt4f1zJ6I
ENERGETIC-spotify:playlist:0gFLYrJoh1tLxJvlKcd5Lv

